no,device_id,pm25,pm10,temp,humi,reg_date
2087467,D0012,29.7,29.8,18.8,27.5,2023-02-01 13:00:40.759968
2087493,D0012,29.0,29.1,18.9,27.3,2023-02-01 13:01:40.757921
2087519,D0012,28.3,28.4,18.9,27.1,2023-02-01 13:02:40.770226
2087545,D0012,28.2,28.3,18.8,26.4,2023-02-01 13:03:40.765304
2087571,D0012,28.8,28.9,19.0,26.5,2023-02-01 13:04:40.770669
2087597,D0012,28.1,28.2,19.1,25.2,2023-02-01 13:05:40.779164
2087623,D0012,24.4,24.5,19.2,26.0,2023-02-01 13:06:40.777008
2087649,D0012,26.2,26.3,19.2,26.4,2023-02-01 13:07:40.779905
2087675,D0012,28.6,28.8,19.2,27.1,2023-02-01 13:08:40.784533
2087701,D0012,28.0,28.1,19.2,27.1,2023-02-01 13:09:40.787928
2087727,D0012,28.3,28.4,19.2,27.2,2023-02-01 13:10:40.793779
2087753,D0012,27.3,27.5,19.3,26.7,2023-02-01 13:11:40.791222
2087779,D0012,27.2,27.3,19.3,25.6,2023-02-01 13:12:40.802679
2087805,D0012,27.6,27.7,19.3,26.0,2023-02-01 13:13:40.795468
2087831,D0012,28.1,28.3,19.2,26.3,2023-02-01 13:14:39.823099
2087857,D0012,29.3,29.6,19.2,26.3,2023-02-01 13:15:40.810789
2087883,D0012,26.7,26.8,19.3,25.5,2023-02-01 13:16:40.812251
2087909,D0012,25.8,26.1,19.2,25.1,2023-02-01 13:17:40.815162
2087935,D0012,27.1,27.3,19.1,24.9,2023-02-01 13:18:39.837057
2087961,D0012,28.6,28.8,18.9,25.1,2023-02-01 13:19:40.822353
2087987,D0012,25.2,25.3,19.1,25.1,2023-02-01 13:20:40.818853
2088013,D0012,28.3,28.5,19.3,24.9,2023-02-01 13:21:40.823273
2088039,D0012,28.3,28.4,19.4,25.0,2023-02-01 13:22:40.827381
2088065,D0012,26.0,26.2,19.3,25.2,2023-02-01 13:23:40.834453
2088091,D0012,27.8,27.9,19.2,24.6,2023-02-01 13:24:40.833692
2088117,D0012,26.6,26.7,19.2,24.4,2023-02-01 13:25:40.835819
2088143,D0012,25.8,26.0,19.2,24.5,2023-02-01 13:26:40.840328
2088169,D0012,27.4,27.6,19.2,24.5,2023-02-01 13:27:40.855297
2088195,D0012,26.6,26.8,19.3,25.0,2023-02-01 13:28:40.847646
2088221,D0012,25.3,25.5,19.3,24.7,2023-02-01 13:29:40.848409
2088247,D0012,24.9,25.0,19.3,24.8,2023-02-01 13:30:40.845961
2088273,D0012,25.0,25.2,19.2,24.7,2023-02-01 13:31:39.855643
2088299,D0012,24.0,24.1,19.2,25.0,2023-02-01 13:32:40.869653
2088325,D0012,23.2,23.3,19.1,24.2,2023-02-01 13:33:40.86185
2088351,D0012,23.2,23.3,19.0,24.8,2023-02-01 13:34:40.865734
2088377,D0012,23.6,23.6,18.9,23.5,2023-02-01 13:35:40.900902
2088403,D0012,22.4,22.6,18.9,23.2,2023-02-01 13:36:40.87221
2088429,D0012,20.9,21.0,19.0,23.4,2023-02-01 13:37:40.882709
2088455,D0012,23.5,23.5,19.0,22.9,2023-02-01 13:38:40.880074
2088481,D0012,22.7,22.8,19.0,24.3,2023-02-01 13:39:40.875321
2088507,D0012,21.8,21.9,19.0,23.1,2023-02-01 13:40:40.900801
2088532,D0012,21.0,21.1,19.0,22.3,2023-02-01 13:41:40.88799
2088557,D0012,19.9,20.1,19.0,22.7,2023-02-01 13:42:40.884216
2088582,D0012,20.3,20.4,19.1,23.0,2023-02-01 13:43:39.999119
2088607,D0012,21.4,21.4,19.1,23.8,2023-02-01 13:44:40.891584
2088633,D0012,22.1,22.2,19.1,23.5,2023-02-01 13:45:40.896821
2088659,D0012,22.4,22.5,19.1,23.3,2023-02-01 13:46:40.898027
2088685,D0012,22.4,22.5,19.0,22.8,2023-02-01 13:47:40.913741
2088711,D0012,22.1,22.3,18.9,23.2,2023-02-01 13:48:40.906997
2088737,D0012,21.8,21.9,18.8,23.2,2023-02-01 13:49:40.913015
2088763,D0012,20.4,20.6,18.8,23.4,2023-02-01 13:50:40.921708
2088789,D0012,19.5,19.5,18.8,22.5,2023-02-01 13:51:40.916628
2088815,D0012,22.3,22.4,19.0,22.5,2023-02-01 13:52:40.92028
2088841,D0012,21.0,21.2,19.1,23.2,2023-02-01 13:53:40.924224
2088867,D0012,22.1,22.2,19.0,23.5,2023-02-01 13:54:40.926041
2088893,D0012,24.5,24.6,19.0,22.4,2023-02-01 13:55:40.930853
2088919,D0012,22.5,22.6,19.0,22.8,2023-02-01 13:56:40.933299
2088945,D0012,22.4,22.5,18.9,22.7,2023-02-01 13:57:40.932193
2088971,D0012,22.7,22.8,18.9,22.7,2023-02-01 13:58:40.938699
2088997,D0012,22.0,22.1,18.9,22.2,2023-02-01 13:59:40.93599
2089023,D0012,20.6,20.9,18.8,21.1,2023-02-01 14:00:40.938952
2089048,D0012,19.1,19.2,18.8,21.3,2023-02-01 14:01:40.941826
2089074,D0012,17.7,17.8,18.8,20.1,2023-02-01 14:02:40.945807
2089100,D0012,18.2,18.3,18.7,20.4,2023-02-01 14:03:39.949236
2089126,D0012,18.8,18.8,18.7,21.4,2023-02-01 14:04:40.963647
2089152,D0012,16.9,17.0,18.7,21.4,2023-02-01 14:05:40.960936
2089178,D0012,18.2,18.2,18.6,20.7,2023-02-01 14:06:40.968225
2089204,D0012,18.0,18.0,18.8,20.2,2023-02-01 14:07:40.963997
2089230,D0012,18.3,18.4,18.9,20.0,2023-02-01 14:08:40.964274
2089256,D0012,17.8,17.9,18.9,20.4,2023-02-01 14:09:40.970187
2089282,D0012,19.2,19.3,18.7,19.8,2023-02-01 14:10:40.970308
2089308,D0012,19.2,19.2,18.7,19.4,2023-02-01 14:11:39.970394
2089334,D0012,17.7,17.7,18.6,19.9,2023-02-01 14:12:40.982286
2089360,D0012,19.2,19.3,18.5,20.2,2023-02-01 14:13:40.980689
2089386,D0012,18.9,19.0,18.6,19.5,2023-02-01 14:14:40.985486
2089412,D0012,18.4,18.4,18.5,20.0,2023-02-01 14:15:40.992359
2089438,D0012,18.4,18.5,18.5,19.2,2023-02-01 14:16:40.993278
2089464,D0012,19.4,19.4,18.3,20.3,2023-02-01 14:17:39.987882
2089490,D0012,19.2,19.3,18.3,21.7,2023-02-01 14:18:40.993409
2089516,D0012,18.6,18.6,18.3,20.8,2023-02-01 14:19:41.002009
2089542,D0012,16.7,16.8,18.4,21.4,2023-02-01 14:20:40.998182
2089568,D0012,17.3,17.3,18.2,20.4,2023-02-01 14:21:41.004815
2089594,D0012,18.4,18.4,18.5,20.4,2023-02-01 14:22:41.007495
2089620,D0012,19.1,19.1,18.6,20.7,2023-02-01 14:23:40.014478
2089646,D0012,18.8,18.8,18.7,20.5,2023-02-01 14:24:41.012739
2089671,D0012,18.7,18.7,18.7,20.8,2023-02-01 14:25:41.016799
2089697,D0012,18.7,18.8,18.7,20.0,2023-02-01 14:26:41.019121
2089723,D0012,18.5,18.7,18.6,19.8,2023-02-01 14:27:41.01993
2089749,D0012,19.3,19.4,18.6,19.5,2023-02-01 14:28:41.025861
2089775,D0012,18.1,18.2,18.6,19.9,2023-02-01 14:29:41.036254
2089801,D0012,18.5,18.6,18.6,20.0,2023-02-01 14:30:41.041943
2089827,D0012,19.2,19.3,18.7,20.2,2023-02-01 14:31:40.035179
2089853,D0012,17.8,17.9,18.5,19.5,2023-02-01 14:32:40.167824
2089904,D0012,17.2,17.3,18.4,16.2,2023-02-01 14:34:41.045464
2089930,D0012,17.4,17.5,18.0,14.7,2023-02-01 14:35:41.054672
2089956,D0012,17.6,17.8,17.8,14.3,2023-02-01 14:36:41.055581
2089982,D0012,17.6,17.7,17.7,14.8,2023-02-01 14:37:41.052636
2090008,D0012,18.2,18.3,17.5,14.9,2023-02-01 14:38:41.060293
2090034,D0012,18.1,18.2,17.7,14.5,2023-02-01 14:39:41.062031
2090060,D0012,18.3,18.5,17.7,14.9,2023-02-01 14:40:40.06252
2090086,D0012,18.5,18.7,17.7,15.3,2023-02-01 14:41:41.082777
2090112,D0012,19.2,19.3,17.5,14.9,2023-02-01 14:42:41.078493
2090138,D0012,19.3,19.4,17.4,14.9,2023-02-01 14:43:41.076444
2090164,D0012,20.0,20.1,17.4,14.9,2023-02-01 14:44:41.073655
2090189,D0012,20.3,20.5,17.3,14.6,2023-02-01 14:45:41.093436
2090214,D0012,19.4,19.5,17.1,14.9,2023-02-01 14:46:41.084702
2090240,D0012,18.6,18.7,17.2,15.4,2023-02-01 14:47:41.102234
2090266,D0012,19.9,20.0,17.2,15.2,2023-02-01 14:48:40.103439
2090292,D0012,20.2,20.4,17.2,15.3,2023-02-01 14:49:41.089473
2090318,D0012,19.4,19.5,17.1,14.9,2023-02-01 14:50:40.089869
2090344,D0012,21.2,21.3,17.0,15.5,2023-02-01 14:51:40.100129
2090370,D0012,21.2,21.3,17.0,15.5,2023-02-01 14:52:40.100396
2090396,D0012,20.6,20.7,17.1,15.4,2023-02-01 14:53:41.10801
2090422,D0012,21.6,21.8,17.1,15.1,2023-02-01 14:54:41.112821
2090448,D0012,21.5,21.7,17.3,15.3,2023-02-01 14:55:41.104628
2090474,D0012,22.2,22.4,17.3,14.8,2023-02-01 14:56:41.122161
2090500,D0012,21.9,22.1,17.3,15.4,2023-02-01 14:57:41.113913
2090526,D0012,22.8,23.0,17.1,14.8,2023-02-01 14:58:40.114303
2090552,D0012,22.9,23.1,17.0,15.3,2023-02-01 14:59:41.119427
2090578,D0012,23.1,23.3,16.9,15.0,2023-02-01 15:00:41.120498
2090604,D0012,24.3,24.5,16.8,15.1,2023-02-01 15:01:41.125025
2090630,D0012,23.4,23.6,16.7,15.6,2023-02-01 15:02:41.126765
2090656,D0012,24.3,24.4,16.8,16.4,2023-02-01 15:03:41.135125
2090682,D0012,24.1,24.2,16.8,15.8,2023-02-01 15:04:41.137605
2090708,D0012,24.3,24.6,16.8,15.4,2023-02-01 15:05:41.13728
2090734,D0012,24.9,25.1,17.0,15.7,2023-02-01 15:06:41.141101
2090760,D0012,25.2,25.5,16.8,15.4,2023-02-01 15:07:41.150105
2090786,D0012,26.1,26.4,16.7,15.8,2023-02-01 15:08:41.145309
2090812,D0012,25.2,25.3,16.8,15.4,2023-02-01 15:09:41.153482
2090838,D0012,27.1,27.3,16.9,15.1,2023-02-01 15:10:41.191835
2090864,D0012,25.1,25.2,17.0,15.7,2023-02-01 15:11:41.151885
2090890,D0012,26.3,26.5,16.9,16.0,2023-02-01 15:12:40.170455
2090916,D0012,26.8,27.0,16.8,15.8,2023-02-01 15:13:41.159645
2090942,D0012,27.5,27.9,16.7,15.5,2023-02-01 15:14:41.170041
2090968,D0012,26.8,27.0,16.8,15.9,2023-02-01 15:15:41.169112
2090993,D0012,26.5,26.9,16.8,16.0,2023-02-01 15:16:41.169881
2091019,D0012,28.3,28.6,16.8,15.9,2023-02-01 15:17:41.181864
2091045,D0012,28.7,29.1,16.8,16.0,2023-02-01 15:18:41.179782
2091071,D0012,28.0,28.3,16.8,15.8,2023-02-01 15:19:41.181571
2091097,D0012,28.8,29.1,16.7,15.8,2023-02-01 15:20:41.179977
2091123,D0012,28.9,29.3,16.6,15.8,2023-02-01 15:21:41.190223
2091149,D0012,28.3,28.5,16.6,16.1,2023-02-01 15:22:41.184342
2091175,D0012,28.3,28.6,16.6,16.3,2023-02-01 15:23:41.190609
2091201,D0012,28.9,29.2,16.6,15.5,2023-02-01 15:24:41.196925
2091227,D0012,29.5,29.7,16.5,15.8,2023-02-01 15:25:41.197687
2091253,D0012,28.4,28.6,16.7,15.7,2023-02-01 15:26:41.206722
2091279,D0012,29.8,30.0,16.6,15.5,2023-02-01 15:27:41.207936
2091305,D0012,29.4,29.6,16.7,15.9,2023-02-01 15:28:40.20467
2091331,D0012,30.5,30.7,16.8,16.0,2023-02-01 15:29:40.499228
2091357,D0012,29.8,30.0,16.8,16.0,2023-02-01 15:30:41.209203
2091383,D0012,29.6,29.9,16.8,15.8,2023-02-01 15:31:41.218312
2091409,D0012,30.8,31.1,16.9,15.3,2023-02-01 15:32:40.221217
2091435,D0012,30.3,30.5,16.6,15.2,2023-02-01 15:33:40.223828
2091461,D0012,29.4,29.7,16.5,15.3,2023-02-01 15:34:40.225182
2091487,D0012,30.0,30.3,16.4,15.7,2023-02-01 15:35:40.243252
2091513,D0012,30.1,30.3,16.4,15.4,2023-02-01 15:36:41.233904
2091539,D0012,29.1,29.3,16.4,15.1,2023-02-01 15:37:41.231814
2091565,D0012,29.9,30.1,16.4,15.6,2023-02-01 15:38:41.246393
2091591,D0012,31.2,31.5,16.5,15.7,2023-02-01 15:39:41.255608
2091616,D0012,29.5,29.8,16.4,15.7,2023-02-01 15:40:41.251048
2091642,D0012,31.3,31.6,16.3,15.7,2023-02-01 15:41:41.297554
2091668,D0012,34.0,34.5,16.3,14.9,2023-02-01 15:42:40.245322
2091694,D0012,29.1,29.4,16.4,14.8,2023-02-01 15:43:41.254876
2091720,D0012,28.5,28.8,16.5,15.0,2023-02-01 15:44:41.274075
2091746,D0012,28.3,28.7,16.6,15.4,2023-02-01 15:45:41.264257
2091772,D0012,29.7,30.1,16.6,15.4,2023-02-01 15:46:41.260232
2091798,D0012,28.2,28.4,16.6,15.2,2023-02-01 15:47:40.267708
